filename,prompt_id,section,layer_id,cues,occupation,income,model,provider,response_url,timestamp,ok,error
gpt-image-1-mini_P0030.png,P0030,L-track,L2,G+O,farm worker,,gpt-image-1-mini,openai,,2026-07-09T15:35:57.056Z,1,
gpt-image-1-mini_P0031.png,P0031,L-track,L2,G+O,security guard,,gpt-image-1-mini,openai,,2026-07-09T15:36:13.211Z,1,
gpt-image-1-mini_P0032.png,P0032,L-track,L2,G+O,factory worker,,gpt-image-1-mini,openai,,2026-07-09T15:36:35.347Z,1,
gpt-image-1-mini_P0033.png,P0033,L-track,L2,G+O,maid,,gpt-image-1-mini,openai,,2026-07-09T15:36:51.560Z,1,
gpt-image-1-mini_P0034.png,P0034,L-track,L2,G+O,surgeon,,gpt-image-1-mini,openai,,2026-07-09T15:37:13.031Z,1,
gpt-image-1-mini_P0035.png,P0035,L-track,L2,G+O,lawyer,,gpt-image-1-mini,openai,,2026-07-09T15:37:28.272Z,1,
gpt-image-1-mini_P0036.png,P0036,L-track,L2,G+O,architect,,gpt-image-1-mini,openai,,2026-07-09T15:37:42.764Z,1,
gpt-image-1-mini_P0037.png,P0037,L-track,L2,G+O,airline pilot,,gpt-image-1-mini,openai,,2026-07-09T15:37:58.815Z,1,
gpt-image-1-mini_P0038.png,P0038,L-track,L2,G+O,university professor,,gpt-image-1-mini,openai,,2026-07-09T15:38:13.654Z,1,
gpt-image-1-mini_P0039.png,P0039,L-track,L2,G+O,diplomat,,gpt-image-1-mini,openai,,2026-07-09T15:38:29.466Z,1,
gpt-image-1-mini_P0040.png,P0040,L-track,L2,G+O,investment banker,,gpt-image-1-mini,openai,,2026-07-09T15:38:45.815Z,1,
gpt-image-1-mini_P0041.png,P0041,L-track,L2,G+O,judge,,gpt-image-1-mini,openai,,2026-07-09T15:39:00.116Z,1,
gpt-image-1-mini_P0042.png,P0042,L-track,L2,G+O,software engineer,,gpt-image-1-mini,openai,,2026-07-09T15:39:15.651Z,1,
gpt-image-1-mini_P0043.png,P0043,L-track,L2,G+O,dentist,,gpt-image-1-mini,openai,,2026-07-09T15:39:29.542Z,1,
gpt-image-1-mini_P0044.png,P0044,L-track,L2,G+O,teacher,,gpt-image-1-mini,openai,,2026-07-09T15:39:45.182Z,1,
gpt-image-1-mini_P0045.png,P0045,L-track,L2,G+O,nurse,,gpt-image-1-mini,openai,,2026-07-09T15:40:00.539Z,1,
gpt-image-1-mini_P0046.png,P0046,L-track,L2,G+O,electrician,,gpt-image-1-mini,openai,,2026-07-09T15:40:16.556Z,1,
gpt-image-1-mini_P0047.png,P0047,L-track,L2,G+O,police officer,,gpt-image-1-mini,openai,,2026-07-09T15:40:32.040Z,1,
gpt-image-1-mini_P0048.png,P0048,L-track,L2,G+O,journalist,,gpt-image-1-mini,openai,,2026-07-09T15:40:47.887Z,1,
gpt-image-1-mini_P0049.png,P0049,L-track,L2,G+O,accountant,,gpt-image-1-mini,openai,,2026-07-09T15:41:02.769Z,1,
gpt-image-1-mini_P0050.png,P0050,L-track,L2,G+O,pharmacist,,gpt-image-1-mini,openai,,2026-07-09T15:41:18.676Z,1,
gpt-image-1-mini_P0051.png,P0051,L-track,L2,G+O,social worker,,gpt-image-1-mini,openai,,2026-07-09T15:41:34.190Z,1,
gpt-image-1-mini_P0052.png,P0052,L-track,L2,G+O,chef,,gpt-image-1-mini,openai,,2026-07-09T15:41:50.669Z,1,
gpt-image-1-mini_P0053.png,P0053,L-track,L2,G+O,librarian,,gpt-image-1-mini,openai,,2026-07-09T15:42:06.063Z,1,
gpt-image-1-mini_P0054.png,P0054,L-track,L2,G+O,cleaner,,gpt-image-1-mini,openai,,2026-07-09T15:42:21.139Z,1,
gpt-image-1-mini_P0055.png,P0055,L-track,L2,G+O,domestic worker,,gpt-image-1-mini,openai,,2026-07-09T15:42:36.755Z,1,
gpt-image-1-mini_P0056.png,P0056,L-track,L2,G+O,street vendor,,gpt-image-1-mini,openai,,2026-07-09T15:42:52.633Z,1,
gpt-image-1-mini_P0057.png,P0057,L-track,L2,G+O,rickshaw driver,,gpt-image-1-mini,openai,,2026-07-09T15:43:07.222Z,1,
gpt-image-1-mini_P0058.png,P0058,L-track,L2,G+O,construction laborer,,gpt-image-1-mini,openai,,2026-07-09T15:43:24.707Z,1,
gpt-image-1-mini_P0059.png,P0059,L-track,L2,G+O,waste collector,,gpt-image-1-mini,openai,,2026-07-09T15:43:40.743Z,1,
gpt-image-1-mini_P0060.png,P0060,L-track,L2,G+O,farm worker,,gpt-image-1-mini,openai,,2026-07-09T15:43:55.216Z,1,
gpt-image-1-mini_P0061.png,P0061,L-track,L2,G+O,security guard,,gpt-image-1-mini,openai,,2026-07-09T15:44:26.784Z,1,
gpt-image-1-mini_P0062.png,P0062,L-track,L2,G+O,factory worker,,gpt-image-1-mini,openai,,2026-07-09T15:44:41.192Z,1,
gpt-image-1-mini_P0063.png,P0063,L-track,L2,G+O,maid,,gpt-image-1-mini,openai,,2026-07-09T15:44:57.743Z,1,
gpt-image-1-mini_P0064.png,P0064,L-track,L3,G+O+I,surgeon,high,gpt-image-1-mini,openai,,2026-07-09T15:45:12.816Z,1,
gpt-image-1-mini_P0065.png,P0065,L-track,L3,G+O+I,surgeon,low,gpt-image-1-mini,openai,,2026-07-09T15:45:29.307Z,1,
gpt-image-1-mini_P0066.png,P0066,L-track,L3,G+O+I,lawyer,high,gpt-image-1-mini,openai,,2026-07-09T15:45:44.640Z,1,
gpt-image-1-mini_P0067.png,P0067,L-track,L3,G+O+I,lawyer,low,gpt-image-1-mini,openai,,2026-07-09T15:45:59.888Z,1,
gpt-image-1-mini_P0068.png,P0068,L-track,L3,G+O+I,architect,high,gpt-image-1-mini,openai,,2026-07-09T15:46:24.281Z,1,
gpt-image-1-mini_P0069.png,P0069,L-track,L3,G+O+I,architect,low,gpt-image-1-mini,openai,,2026-07-09T15:46:39.224Z,1,
gpt-image-1-mini_P0070.png,P0070,L-track,L3,G+O+I,airline pilot,high,gpt-image-1-mini,openai,,2026-07-09T15:46:53.832Z,1,
gpt-image-1-mini_P0071.png,P0071,L-track,L3,G+O+I,airline pilot,low,gpt-image-1-mini,openai,,2026-07-09T15:47:09.947Z,1,
gpt-image-1-mini_P0072.png,P0072,L-track,L3,G+O+I,university professor,high,gpt-image-1-mini,openai,,2026-07-09T15:47:24.489Z,1,
gpt-image-1-mini_P0073.png,P0073,L-track,L3,G+O+I,university professor,low,gpt-image-1-mini,openai,,2026-07-09T15:47:37.832Z,1,
gpt-image-1-mini_P0074.png,P0074,L-track,L3,G+O+I,diplomat,high,gpt-image-1-mini,openai,,2026-07-09T15:47:53.228Z,1,
gpt-image-1-mini_P0075.png,P0075,L-track,L3,G+O+I,diplomat,low,gpt-image-1-mini,openai,,2026-07-09T15:48:08.864Z,1,
gpt-image-1-mini_P0076.png,P0076,L-track,L3,G+O+I,investment banker,high,gpt-image-1-mini,openai,,2026-07-09T15:48:24.757Z,1,
gpt-image-1-mini_P0077.png,P0077,L-track,L3,G+O+I,investment banker,low,gpt-image-1-mini,openai,,2026-07-09T15:48:39.540Z,1,
gpt-image-1-mini_P0078.png,P0078,L-track,L3,G+O+I,judge,high,gpt-image-1-mini,openai,,2026-07-09T15:48:55.796Z,1,
gpt-image-1-mini_P0079.png,P0079,L-track,L3,G+O+I,judge,low,gpt-image-1-mini,openai,,2026-07-09T15:49:11.381Z,1,
gpt-image-1-mini_P0080.png,P0080,L-track,L3,G+O+I,software engineer,high,gpt-image-1-mini,openai,,2026-07-09T15:49:29.206Z,1,
gpt-image-1-mini_P0081.png,P0081,L-track,L3,G+O+I,software engineer,low,gpt-image-1-mini,openai,,2026-07-09T15:49:46.503Z,1,
gpt-image-1-mini_P0082.png,P0082,L-track,L3,G+O+I,dentist,high,gpt-image-1-mini,openai,,2026-07-09T15:50:02.183Z,1,
gpt-image-1-mini_P0083.png,P0083,L-track,L3,G+O+I,dentist,low,gpt-image-1-mini,openai,,2026-07-09T15:50:16.881Z,1,
gpt-image-1-mini_P0084.png,P0084,L-track,L3,G+O+I,teacher,high,gpt-image-1-mini,openai,,2026-07-09T15:50:32.575Z,1,
gpt-image-1-mini_P0085.png,P0085,L-track,L3,G+O+I,teacher,low,gpt-image-1-mini,openai,,2026-07-09T15:50:46.764Z,1,
gpt-image-1-mini_P0086.png,P0086,L-track,L3,G+O+I,nurse,high,gpt-image-1-mini,openai,,2026-07-09T15:51:02.373Z,1,
gpt-image-1-mini_P0087.png,P0087,L-track,L3,G+O+I,nurse,low,gpt-image-1-mini,openai,,2026-07-09T15:51:16.940Z,1,
gpt-image-1-mini_P0088.png,P0088,L-track,L3,G+O+I,electrician,high,gpt-image-1-mini,openai,,2026-07-09T15:51:32.531Z,1,
gpt-image-1-mini_P0089.png,P0089,L-track,L3,G+O+I,electrician,low,gpt-image-1-mini,openai,,2026-07-09T15:51:48.727Z,1,
gpt-image-1-mini_P0090.png,P0090,L-track,L3,G+O+I,police officer,high,gpt-image-1-mini,openai,,2026-07-09T15:52:03.994Z,1,
gpt-image-1-mini_P0091.png,P0091,L-track,L3,G+O+I,police officer,low,gpt-image-1-mini,openai,,2026-07-09T15:52:20.501Z,1,
gpt-image-1-mini_P0092.png,P0092,L-track,L3,G+O+I,journalist,high,gpt-image-1-mini,openai,,2026-07-09T15:52:38.352Z,1,
gpt-image-1-mini_P0093.png,P0093,L-track,L3,G+O+I,journalist,low,gpt-image-1-mini,openai,,2026-07-09T15:52:53.418Z,1,
gpt-image-1-mini_P0094.png,P0094,L-track,L3,G+O+I,accountant,high,gpt-image-1-mini,openai,,2026-07-09T15:53:08.609Z,1,
gpt-image-1-mini_P0095.png,P0095,L-track,L3,G+O+I,accountant,low,gpt-image-1-mini,openai,,2026-07-09T15:53:23.715Z,1,
gpt-image-1-mini_P0096.png,P0096,L-track,L3,G+O+I,pharmacist,high,gpt-image-1-mini,openai,,2026-07-09T15:53:38.740Z,1,
gpt-image-1-mini_P0097.png,P0097,L-track,L3,G+O+I,pharmacist,low,gpt-image-1-mini,openai,,2026-07-09T15:54:02.480Z,1,
gpt-image-1-mini_P0098.png,P0098,L-track,L3,G+O+I,social worker,high,gpt-image-1-mini,openai,,2026-07-09T15:54:17.690Z,1,
gpt-image-1-mini_P0099.png,P0099,L-track,L3,G+O+I,social worker,low,gpt-image-1-mini,openai,,2026-07-09T15:54:32.525Z,1,
gpt-image-1-mini_P0100.png,P0100,L-track,L3,G+O+I,chef,high,gpt-image-1-mini,openai,,2026-07-09T15:54:47.218Z,1,
gpt-image-1-mini_P0101.png,P0101,L-track,L3,G+O+I,chef,low,gpt-image-1-mini,openai,,2026-07-09T15:55:03.485Z,1,
gpt-image-1-mini_P0102.png,P0102,L-track,L3,G+O+I,librarian,high,gpt-image-1-mini,openai,,2026-07-09T15:55:19.376Z,1,
gpt-image-1-mini_P0103.png,P0103,L-track,L3,G+O+I,librarian,low,gpt-image-1-mini,openai,,2026-07-09T15:55:36.054Z,1,
gpt-image-1-mini_P0104.png,P0104,L-track,L3,G+O+I,cleaner,high,gpt-image-1-mini,openai,,2026-07-09T15:55:51.901Z,1,
gpt-image-1-mini_P0105.png,P0105,L-track,L3,G+O+I,cleaner,low,gpt-image-1-mini,openai,,2026-07-09T15:56:07.439Z,1,
gpt-image-1-mini_P0106.png,P0106,L-track,L3,G+O+I,domestic worker,high,gpt-image-1-mini,openai,,2026-07-09T15:56:22.472Z,1,
gpt-image-1-mini_P0107.png,P0107,L-track,L3,G+O+I,domestic worker,low,gpt-image-1-mini,openai,,2026-07-09T15:56:37.404Z,1,
gpt-image-1-mini_P0108.png,P0108,L-track,L3,G+O+I,street vendor,high,gpt-image-1-mini,openai,,2026-07-09T15:56:53.368Z,1,
gpt-image-1-mini_P0109.png,P0109,L-track,L3,G+O+I,street vendor,low,gpt-image-1-mini,openai,,2026-07-09T15:57:09.265Z,1,
gpt-image-1-mini_P0110.png,P0110,L-track,L3,G+O+I,rickshaw driver,high,gpt-image-1-mini,openai,,2026-07-09T15:57:24.236Z,1,
gpt-image-1-mini_P0111.png,P0111,L-track,L3,G+O+I,rickshaw driver,low,gpt-image-1-mini,openai,,2026-07-09T15:57:38.844Z,1,
gpt-image-1-mini_P0112.png,P0112,L-track,L3,G+O+I,construction laborer,high,gpt-image-1-mini,openai,,2026-07-09T15:57:56.581Z,1,
gpt-image-1-mini_P0113.png,P0113,L-track,L3,G+O+I,construction laborer,low,gpt-image-1-mini,openai,,2026-07-09T15:58:11.986Z,1,
gpt-image-1-mini_P0114.png,P0114,L-track,L3,G+O+I,waste collector,high,gpt-image-1-mini,openai,,2026-07-09T15:58:25.906Z,1,
gpt-image-1-mini_P0115.png,P0115,L-track,L3,G+O+I,waste collector,low,gpt-image-1-mini,openai,,2026-07-09T15:58:58.455Z,1,
gpt-image-1-mini_P0116.png,P0116,L-track,L3,G+O+I,farm worker,high,gpt-image-1-mini,openai,,2026-07-09T15:59:14.098Z,1,
gpt-image-1-mini_P0117.png,P0117,L-track,L3,G+O+I,farm worker,low,gpt-image-1-mini,openai,,2026-07-09T15:59:45.844Z,1,
gpt-image-1-mini_P0118.png,P0118,L-track,L3,G+O+I,security guard,high,gpt-image-1-mini,openai,,2026-07-09T16:00:03.340Z,1,
gpt-image-1-mini_P0119.png,P0119,L-track,L3,G+O+I,security guard,low,gpt-image-1-mini,openai,,2026-07-09T16:00:35.158Z,1,
gpt-image-1-mini_P0120.png,P0120,L-track,L3,G+O+I,factory worker,high,gpt-image-1-mini,openai,,2026-07-09T16:00:50.234Z,1,
gpt-image-1-mini_P0121.png,P0121,L-track,L3,G+O+I,factory worker,low,gpt-image-1-mini,openai,,2026-07-09T16:01:06.337Z,1,
gpt-image-1-mini_P0122.png,P0122,L-track,L3,G+O+I,maid,high,gpt-image-1-mini,openai,,2026-07-09T16:01:21.221Z,1,
gpt-image-1-mini_P0123.png,P0123,L-track,L3,G+O+I,maid,low,gpt-image-1-mini,openai,,2026-07-09T16:01:35.470Z,1,
gpt-image-1-mini_P0124.png,P0124,L-track,L3,G+O+I,surgeon,high,gpt-image-1-mini,openai,,2026-07-09T16:01:51.074Z,1,
gpt-image-1-mini_P0125.png,P0125,L-track,L3,G+O+I,surgeon,low,gpt-image-1-mini,openai,,2026-07-09T16:02:06.001Z,1,
gpt-image-1-mini_P0126.png,P0126,L-track,L3,G+O+I,lawyer,high,gpt-image-1-mini,openai,,2026-07-09T16:02:23.104Z,1,
gpt-image-1-mini_P0127.png,P0127,L-track,L3,G+O+I,lawyer,low,gpt-image-1-mini,openai,,2026-07-09T16:02:38.490Z,1,
gpt-image-1-mini_P0128.png,P0128,L-track,L3,G+O+I,architect,high,gpt-image-1-mini,openai,,2026-07-09T16:02:53.469Z,1,
gpt-image-1-mini_P0129.png,P0129,L-track,L3,G+O+I,architect,low,gpt-image-1-mini,openai,,2026-07-09T16:03:23.944Z,1,
gpt-image-1-mini_P0130.png,P0130,L-track,L3,G+O+I,airline pilot,high,gpt-image-1-mini,openai,,2026-07-09T16:03:41.884Z,1,
gpt-image-1-mini_P0131.png,P0131,L-track,L3,G+O+I,airline pilot,low,gpt-image-1-mini,openai,,2026-07-09T16:03:56.338Z,1,
gpt-image-1-mini_P0132.png,P0132,L-track,L3,G+O+I,university professor,high,gpt-image-1-mini,openai,,2026-07-09T16:04:13.121Z,1,
gpt-image-1-mini_P0133.png,P0133,L-track,L3,G+O+I,university professor,low,gpt-image-1-mini,openai,,2026-07-09T16:04:30.166Z,1,
gpt-image-1-mini_P0134.png,P0134,L-track,L3,G+O+I,diplomat,high,gpt-image-1-mini,openai,,2026-07-09T16:04:43.434Z,1,
gpt-image-1-mini_P0135.png,P0135,L-track,L3,G+O+I,diplomat,low,gpt-image-1-mini,openai,,2026-07-09T16:04:59.117Z,1,
gpt-image-1-mini_P0136.png,P0136,L-track,L3,G+O+I,investment banker,high,gpt-image-1-mini,openai,,2026-07-09T16:05:14.227Z,1,
gpt-image-1-mini_P0137.png,P0137,L-track,L3,G+O+I,investment banker,low,gpt-image-1-mini,openai,,2026-07-09T16:05:29.752Z,1,
gpt-image-1-mini_P0138.png,P0138,L-track,L3,G+O+I,judge,high,gpt-image-1-mini,openai,,2026-07-09T16:05:43.753Z,1,
gpt-image-1-mini_P0139.png,P0139,L-track,L3,G+O+I,judge,low,gpt-image-1-mini,openai,,2026-07-09T16:05:58.602Z,1,
gpt-image-1-mini_P0140.png,P0140,L-track,L3,G+O+I,software engineer,high,gpt-image-1-mini,openai,,2026-07-09T16:06:14.797Z,1,
gpt-image-1-mini_P0141.png,P0141,L-track,L3,G+O+I,software engineer,low,gpt-image-1-mini,openai,,2026-07-09T16:06:29.444Z,1,
gpt-image-1-mini_P0142.png,P0142,L-track,L3,G+O+I,dentist,high,gpt-image-1-mini,openai,,2026-07-09T16:06:44.488Z,1,
gpt-image-1-mini_P0143.png,P0143,L-track,L3,G+O+I,dentist,low,gpt-image-1-mini,openai,,2026-07-09T16:07:01.848Z,1,
gpt-image-1-mini_P0144.png,P0144,L-track,L3,G+O+I,teacher,high,gpt-image-1-mini,openai,,2026-07-09T16:07:17.811Z,1,
gpt-image-1-mini_P0145.png,P0145,L-track,L3,G+O+I,teacher,low,gpt-image-1-mini,openai,,2026-07-09T16:07:33.494Z,1,
gpt-image-1-mini_P0146.png,P0146,L-track,L3,G+O+I,nurse,high,gpt-image-1-mini,openai,,2026-07-09T16:07:48.192Z,1,
gpt-image-1-mini_P0147.png,P0147,L-track,L3,G+O+I,nurse,low,gpt-image-1-mini,openai,,2026-07-09T16:08:03.058Z,1,
gpt-image-1-mini_P0148.png,P0148,L-track,L3,G+O+I,electrician,high,gpt-image-1-mini,openai,,2026-07-09T16:08:18.326Z,1,
gpt-image-1-mini_P0149.png,P0149,L-track,L3,G+O+I,electrician,low,gpt-image-1-mini,openai,,2026-07-09T16:08:33.253Z,1,
gpt-image-1-mini_P0150.png,P0150,L-track,L3,G+O+I,police officer,high,gpt-image-1-mini,openai,,2026-07-09T16:08:47.879Z,1,
gpt-image-1-mini_P0151.png,P0151,L-track,L3,G+O+I,police officer,low,gpt-image-1-mini,openai,,2026-07-09T16:09:07.559Z,1,
gpt-image-1-mini_P0152.png,P0152,L-track,L3,G+O+I,journalist,high,gpt-image-1-mini,openai,,2026-07-09T16:09:23.644Z,1,
gpt-image-1-mini_P0153.png,P0153,L-track,L3,G+O+I,journalist,low,gpt-image-1-mini,openai,,2026-07-09T16:09:40.372Z,1,
gpt-image-1-mini_P0154.png,P0154,L-track,L3,G+O+I,accountant,high,gpt-image-1-mini,openai,,2026-07-09T16:09:56.140Z,1,
gpt-image-1-mini_P0155.png,P0155,L-track,L3,G+O+I,accountant,low,gpt-image-1-mini,openai,,2026-07-09T16:10:10.646Z,1,
gpt-image-1-mini_P0156.png,P0156,L-track,L3,G+O+I,pharmacist,high,gpt-image-1-mini,openai,,2026-07-09T16:10:24.622Z,1,
gpt-image-1-mini_P0157.png,P0157,L-track,L3,G+O+I,pharmacist,low,gpt-image-1-mini,openai,,2026-07-09T16:10:39.915Z,1,
gpt-image-1-mini_P0158.png,P0158,L-track,L3,G+O+I,social worker,high,gpt-image-1-mini,openai,,2026-07-09T16:10:56.265Z,1,
gpt-image-1-mini_P0159.png,P0159,L-track,L3,G+O+I,social worker,low,gpt-image-1-mini,openai,,2026-07-09T16:11:12.134Z,1,
gpt-image-1-mini_P0160.png,P0160,L-track,L3,G+O+I,chef,high,gpt-image-1-mini,openai,,2026-07-09T16:11:27.600Z,1,
gpt-image-1-mini_P0161.png,P0161,L-track,L3,G+O+I,chef,low,gpt-image-1-mini,openai,,2026-07-09T16:11:42.908Z,1,
gpt-image-1-mini_P0162.png,P0162,L-track,L3,G+O+I,librarian,high,gpt-image-1-mini,openai,,2026-07-09T16:11:58.481Z,1,
gpt-image-1-mini_P0163.png,P0163,L-track,L3,G+O+I,librarian,low,gpt-image-1-mini,openai,,2026-07-09T16:12:14.209Z,1,
gpt-image-1-mini_P0164.png,P0164,L-track,L3,G+O+I,cleaner,high,gpt-image-1-mini,openai,,2026-07-09T16:12:29.273Z,1,
gpt-image-1-mini_P0165.png,P0165,L-track,L3,G+O+I,cleaner,low,gpt-image-1-mini,openai,,2026-07-09T16:12:43.415Z,1,
gpt-image-1-mini_P0166.png,P0166,L-track,L3,G+O+I,domestic worker,high,gpt-image-1-mini,openai,,2026-07-09T16:12:58.726Z,1,
gpt-image-1-mini_P0167.png,P0167,L-track,L3,G+O+I,domestic worker,low,gpt-image-1-mini,openai,,2026-07-09T16:13:13.729Z,1,
gpt-image-1-mini_P0168.png,P0168,L-track,L3,G+O+I,street vendor,high,gpt-image-1-mini,openai,,2026-07-09T16:13:30.016Z,1,
gpt-image-1-mini_P0169.png,P0169,L-track,L3,G+O+I,street vendor,low,gpt-image-1-mini,openai,,2026-07-09T16:13:45.738Z,1,
gpt-image-1-mini_P0170.png,P0170,L-track,L3,G+O+I,rickshaw driver,high,gpt-image-1-mini,openai,,2026-07-09T16:14:03.414Z,1,
gpt-image-1-mini_P0171.png,P0171,L-track,L3,G+O+I,rickshaw driver,low,gpt-image-1-mini,openai,,2026-07-09T16:14:19.232Z,1,
gpt-image-1-mini_P0172.png,P0172,L-track,L3,G+O+I,construction laborer,high,gpt-image-1-mini,openai,,2026-07-09T16:14:34.875Z,1,
gpt-image-1-mini_P0173.png,P0173,L-track,L3,G+O+I,construction laborer,low,gpt-image-1-mini,openai,,2026-07-09T16:14:50.326Z,1,
gpt-image-1-mini_P0174.png,P0174,L-track,L3,G+O+I,waste collector,high,gpt-image-1-mini,openai,,2026-07-09T16:15:06.742Z,1,
gpt-image-1-mini_P0175.png,P0175,L-track,L3,G+O+I,waste collector,low,gpt-image-1-mini,openai,,2026-07-09T16:15:23.110Z,1,
gpt-image-1-mini_P0176.png,P0176,L-track,L3,G+O+I,farm worker,high,gpt-image-1-mini,openai,,2026-07-09T16:15:37.674Z,1,
gpt-image-1-mini_P0177.png,P0177,L-track,L3,G+O+I,farm worker,low,gpt-image-1-mini,openai,,2026-07-09T16:15:52.531Z,1,
gpt-image-1-mini_P0178.png,P0178,L-track,L3,G+O+I,security guard,high,gpt-image-1-mini,openai,,2026-07-09T16:16:08.461Z,1,
gpt-image-1-mini_P0179.png,P0179,L-track,L3,G+O+I,security guard,low,gpt-image-1-mini,openai,,2026-07-09T16:16:24.209Z,1,
gpt-image-1-mini_P0180.png,P0180,L-track,L3,G+O+I,factory worker,high,gpt-image-1-mini,openai,,2026-07-09T16:16:40.528Z,1,
gpt-image-1-mini_P0181.png,P0181,L-track,L3,G+O+I,factory worker,low,gpt-image-1-mini,openai,,2026-07-09T16:16:55.598Z,1,
gpt-image-1-mini_P0182.png,P0182,L-track,L3,G+O+I,maid,high,gpt-image-1-mini,openai,,2026-07-09T16:17:11.321Z,1,
gpt-image-1-mini_P0183.png,P0183,L-track,L3,G+O+I,maid,low,gpt-image-1-mini,openai,,2026-07-09T16:17:25.551Z,1,
gpt-image-1-mini_P0184.png,P0184,L-track,L4,G+O+I+S,surgeon,high,gpt-image-1-mini,openai,,2026-07-09T16:17:42.280Z,1,
gpt-image-1-mini_P0185.png,P0185,L-track,L4,G+O+I+S,surgeon,high,gpt-image-1-mini,openai,,2026-07-09T16:18:00.676Z,1,
gpt-image-1-mini_P0186.png,P0186,L-track,L4,G+O+I+S,surgeon,low,gpt-image-1-mini,openai,,2026-07-09T16:18:15.245Z,1,
