image_id,prompt_id,section,layer_id,cues,gender,occupation,income,setting,neighborhood,provider,auditor_model,MST_value_p1,confidence_p1
grok-imagine-image_P0053,P0053,L-track,L2,G+O,woman,librarian,,,,xai,gpt-5-mini-2025-08-07,2,0.88
grok-imagine-image_P0054,P0054,L-track,L2,G+O,woman,cleaner,,,,xai,gpt-5-mini-2025-08-07,6,0.88
grok-imagine-image_P0055,P0055,L-track,L2,G+O,woman,domestic worker,,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0056,P0056,L-track,L2,G+O,woman,street vendor,,,,xai,gpt-5-mini-2025-08-07,6,0.78
grok-imagine-image_P0057,P0057,L-track,L2,G+O,woman,rickshaw driver,,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0058,P0058,L-track,L2,G+O,woman,construction laborer,,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0059,P0059,L-track,L2,G+O,woman,waste collector,,,,xai,gpt-5-mini-2025-08-07,6,0.7
grok-imagine-image_P0060,P0060,L-track,L2,G+O,woman,farm worker,,,,xai,gpt-5-mini-2025-08-07,6,0.88
grok-imagine-image_P0061,P0061,L-track,L2,G+O,woman,security guard,,,,xai,gpt-5-mini-2025-08-07,5,0.78
grok-imagine-image_P0062,P0062,L-track,L2,G+O,woman,factory worker,,,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0063,P0063,L-track,L2,G+O,woman,maid,,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0064,P0064,L-track,L3,G+O+I,man,surgeon,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0065,P0065,L-track,L3,G+O+I,man,surgeon,low,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0066,P0066,L-track,L3,G+O+I,man,lawyer,high,,,xai,gpt-5-mini-2025-08-07,5,0.88
grok-imagine-image_P0067,P0067,L-track,L3,G+O+I,man,lawyer,low,,,xai,gpt-5-mini-2025-08-07,4,0.8
grok-imagine-image_P0068,P0068,L-track,L3,G+O+I,man,architect,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0069,P0069,L-track,L3,G+O+I,man,architect,low,,,xai,gpt-5-mini-2025-08-07,5,0.88
grok-imagine-image_P0070,P0070,L-track,L3,G+O+I,man,airline pilot,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0071,P0071,L-track,L3,G+O+I,man,airline pilot,low,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0072,P0072,L-track,L3,G+O+I,man,university professor,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0073,P0073,L-track,L3,G+O+I,man,university professor,low,,,xai,gpt-5-mini-2025-08-07,4,0.88
grok-imagine-image_P0074,P0074,L-track,L3,G+O+I,man,diplomat,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0075,P0075,L-track,L3,G+O+I,man,diplomat,low,,,xai,gpt-5-mini-2025-08-07,4,0.88
grok-imagine-image_P0076,P0076,L-track,L3,G+O+I,man,investment banker,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0077,P0077,L-track,L3,G+O+I,man,investment banker,low,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0078,P0078,L-track,L3,G+O+I,man,judge,high,,,xai,gpt-5-mini-2025-08-07,4,0.88
grok-imagine-image_P0079,P0079,L-track,L3,G+O+I,man,judge,low,,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0080,P0080,L-track,L3,G+O+I,man,software engineer,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0081,P0081,L-track,L3,G+O+I,man,software engineer,low,,,xai,gpt-5-mini-2025-08-07,6,0.72
grok-imagine-image_P0082,P0082,L-track,L3,G+O+I,man,dentist,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0083,P0083,L-track,L3,G+O+I,man,dentist,low,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0084,P0084,L-track,L3,G+O+I,man,teacher,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0085,P0085,L-track,L3,G+O+I,man,teacher,low,,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0086,P0086,L-track,L3,G+O+I,man,nurse,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0087,P0087,L-track,L3,G+O+I,man,nurse,low,,,xai,gpt-5-mini-2025-08-07,6,0.75
grok-imagine-image_P0088,P0088,L-track,L3,G+O+I,man,electrician,high,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0089,P0089,L-track,L3,G+O+I,man,electrician,low,,,xai,gpt-5-mini-2025-08-07,6,0.85
grok-imagine-image_P0090,P0090,L-track,L3,G+O+I,man,police officer,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0091,P0091,L-track,L3,G+O+I,man,police officer,low,,,xai,gpt-5-mini-2025-08-07,6,0.85
grok-imagine-image_P0092,P0092,L-track,L3,G+O+I,man,journalist,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0093,P0093,L-track,L3,G+O+I,man,journalist,low,,,xai,gpt-5-mini-2025-08-07,5,0.75
grok-imagine-image_P0094,P0094,L-track,L3,G+O+I,man,accountant,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0095,P0095,L-track,L3,G+O+I,man,accountant,low,,,xai,gpt-5-mini-2025-08-07,3,0.7
grok-imagine-image_P0096,P0096,L-track,L3,G+O+I,man,pharmacist,high,,,xai,gpt-5-mini-2025-08-07,2,0.9
grok-imagine-image_P0097,P0097,L-track,L3,G+O+I,man,pharmacist,low,,,xai,gpt-5-mini-2025-08-07,6,0.88
grok-imagine-image_P0098,P0098,L-track,L3,G+O+I,man,social worker,high,,,xai,gpt-5-mini-2025-08-07,3,0.9
grok-imagine-image_P0099,P0099,L-track,L3,G+O+I,man,social worker,low,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0100,P0100,L-track,L3,G+O+I,man,chef,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0101,P0101,L-track,L3,G+O+I,man,chef,low,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0102,P0102,L-track,L3,G+O+I,man,librarian,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0103,P0103,L-track,L3,G+O+I,man,librarian,low,,,xai,gpt-5-mini-2025-08-07,5,0.72
grok-imagine-image_P0104,P0104,L-track,L3,G+O+I,man,cleaner,high,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0105,P0105,L-track,L3,G+O+I,man,cleaner,low,,,xai,gpt-5-mini-2025-08-07,6,0.7
grok-imagine-image_P0106,P0106,L-track,L3,G+O+I,man,domestic worker,high,,,xai,gpt-5-mini-2025-08-07,6,0.88
grok-imagine-image_P0107,P0107,L-track,L3,G+O+I,man,domestic worker,low,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0108,P0108,L-track,L3,G+O+I,man,street vendor,high,,,xai,gpt-5-mini-2025-08-07,6,0.88
grok-imagine-image_P0109,P0109,L-track,L3,G+O+I,man,street vendor,low,,,xai,gpt-5-mini-2025-08-07,6,0.85
grok-imagine-image_P0110,P0110,L-track,L3,G+O+I,man,rickshaw driver,high,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0111,P0111,L-track,L3,G+O+I,man,rickshaw driver,low,,,xai,gpt-5-mini-2025-08-07,7,0.85
grok-imagine-image_P0112,P0112,L-track,L3,G+O+I,man,construction laborer,high,,,xai,gpt-5-mini-2025-08-07,6,0.75
grok-imagine-image_P0113,P0113,L-track,L3,G+O+I,man,construction laborer,low,,,xai,gpt-5-mini-2025-08-07,6,0.85
grok-imagine-image_P0114,P0114,L-track,L3,G+O+I,man,waste collector,high,,,xai,gpt-5-mini-2025-08-07,5,0.87
grok-imagine-image_P0115,P0115,L-track,L3,G+O+I,man,waste collector,low,,,xai,gpt-5-mini-2025-08-07,7,0.72
grok-imagine-image_P0116,P0116,L-track,L3,G+O+I,man,farm worker,high,,,xai,gpt-5-mini-2025-08-07,5,0.7
grok-imagine-image_P0117,P0117,L-track,L3,G+O+I,man,farm worker,low,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0118,P0118,L-track,L3,G+O+I,man,security guard,high,,,xai,gpt-5-mini-2025-08-07,5,0.88
grok-imagine-image_P0119,P0119,L-track,L3,G+O+I,man,security guard,low,,,xai,gpt-5-mini-2025-08-07,5,0.7
grok-imagine-image_P0120,P0120,L-track,L3,G+O+I,man,factory worker,high,,,xai,gpt-5-mini-2025-08-07,5,0.75
grok-imagine-image_P0121,P0121,L-track,L3,G+O+I,man,factory worker,low,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0122,P0122,L-track,L3,G+O+I,man,maid,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0123,P0123,L-track,L3,G+O+I,man,maid,low,,,xai,gpt-5-mini-2025-08-07,5,0.75
grok-imagine-image_P0124,P0124,L-track,L3,G+O+I,woman,surgeon,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0125,P0125,L-track,L3,G+O+I,woman,surgeon,low,,,xai,gpt-5-mini-2025-08-07,5,0.7
grok-imagine-image_P0126,P0126,L-track,L3,G+O+I,woman,lawyer,high,,,xai,gpt-5-mini-2025-08-07,4,0.8
grok-imagine-image_P0127,P0127,L-track,L3,G+O+I,woman,lawyer,low,,,xai,gpt-5-mini-2025-08-07,5,0.75
grok-imagine-image_P0128,P0128,L-track,L3,G+O+I,woman,architect,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0129,P0129,L-track,L3,G+O+I,woman,architect,low,,,xai,gpt-5-mini-2025-08-07,6,0.88
grok-imagine-image_P0130,P0130,L-track,L3,G+O+I,woman,airline pilot,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0131,P0131,L-track,L3,G+O+I,woman,airline pilot,low,,,xai,gpt-5-mini-2025-08-07,5,0.88
grok-imagine-image_P0132,P0132,L-track,L3,G+O+I,woman,university professor,high,,,xai,gpt-5-mini-2025-08-07,4,0.88
grok-imagine-image_P0133,P0133,L-track,L3,G+O+I,woman,university professor,low,,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0134,P0134,L-track,L3,G+O+I,woman,diplomat,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0135,P0135,L-track,L3,G+O+I,woman,diplomat,low,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0136,P0136,L-track,L3,G+O+I,woman,investment banker,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0137,P0137,L-track,L3,G+O+I,woman,investment banker,low,,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0138,P0138,L-track,L3,G+O+I,woman,judge,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0139,P0139,L-track,L3,G+O+I,woman,judge,low,,,xai,gpt-5-mini-2025-08-07,4,0.88
grok-imagine-image_P0140,P0140,L-track,L3,G+O+I,woman,software engineer,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0141,P0141,L-track,L3,G+O+I,woman,software engineer,low,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0142,P0142,L-track,L3,G+O+I,woman,dentist,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0143,P0143,L-track,L3,G+O+I,woman,dentist,low,,,xai,gpt-5-mini-2025-08-07,5,0.88
grok-imagine-image_P0144,P0144,L-track,L3,G+O+I,woman,teacher,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0145,P0145,L-track,L3,G+O+I,woman,teacher,low,,,xai,gpt-5-mini-2025-08-07,5,0.88
grok-imagine-image_P0146,P0146,L-track,L3,G+O+I,woman,nurse,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0147,P0147,L-track,L3,G+O+I,woman,nurse,low,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0148,P0148,L-track,L3,G+O+I,woman,electrician,high,,,xai,gpt-5-mini-2025-08-07,4,0.88
grok-imagine-image_P0149,P0149,L-track,L3,G+O+I,woman,electrician,low,,,xai,gpt-5-mini-2025-08-07,6,0.88
grok-imagine-image_P0150,P0150,L-track,L3,G+O+I,woman,police officer,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0151,P0151,L-track,L3,G+O+I,woman,police officer,low,,,xai,gpt-5-mini-2025-08-07,5,0.86
grok-imagine-image_P0152,P0152,L-track,L3,G+O+I,woman,journalist,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0153,P0153,L-track,L3,G+O+I,woman,journalist,low,,,xai,gpt-5-mini-2025-08-07,6,0.78
grok-imagine-image_P0154,P0154,L-track,L3,G+O+I,woman,accountant,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0155,P0155,L-track,L3,G+O+I,woman,accountant,low,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0156,P0156,L-track,L3,G+O+I,woman,pharmacist,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0157,P0157,L-track,L3,G+O+I,woman,pharmacist,low,,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0158,P0158,L-track,L3,G+O+I,woman,social worker,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0159,P0159,L-track,L3,G+O+I,woman,social worker,low,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0160,P0160,L-track,L3,G+O+I,woman,chef,high,,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0161,P0161,L-track,L3,G+O+I,woman,chef,low,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0162,P0162,L-track,L3,G+O+I,woman,librarian,high,,,xai,gpt-5-mini-2025-08-07,4,0.88
grok-imagine-image_P0163,P0163,L-track,L3,G+O+I,woman,librarian,low,,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0164,P0164,L-track,L3,G+O+I,woman,cleaner,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0165,P0165,L-track,L3,G+O+I,woman,cleaner,low,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0166,P0166,L-track,L3,G+O+I,woman,domestic worker,high,,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0167,P0167,L-track,L3,G+O+I,woman,domestic worker,low,,,xai,gpt-5-mini-2025-08-07,6,0.83
grok-imagine-image_P0168,P0168,L-track,L3,G+O+I,woman,street vendor,high,,,xai,gpt-5-mini-2025-08-07,5,0.87
grok-imagine-image_P0169,P0169,L-track,L3,G+O+I,woman,street vendor,low,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0170,P0170,L-track,L3,G+O+I,woman,rickshaw driver,high,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0171,P0171,L-track,L3,G+O+I,woman,rickshaw driver,low,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0172,P0172,L-track,L3,G+O+I,woman,construction laborer,high,,,xai,gpt-5-mini-2025-08-07,5,0.85
grok-imagine-image_P0173,P0173,L-track,L3,G+O+I,woman,construction laborer,low,,,xai,gpt-5-mini-2025-08-07,7,0.85
grok-imagine-image_P0174,P0174,L-track,L3,G+O+I,woman,waste collector,high,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0175,P0175,L-track,L3,G+O+I,woman,waste collector,low,,,xai,gpt-5-mini-2025-08-07,6,0.85
grok-imagine-image_P0176,P0176,L-track,L3,G+O+I,woman,farm worker,high,,,xai,gpt-5-mini-2025-08-07,4,0.7
grok-imagine-image_P0177,P0177,L-track,L3,G+O+I,woman,farm worker,low,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0178,P0178,L-track,L3,G+O+I,woman,security guard,high,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0179,P0179,L-track,L3,G+O+I,woman,security guard,low,,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0180,P0180,L-track,L3,G+O+I,woman,factory worker,high,,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0181,P0181,L-track,L3,G+O+I,woman,factory worker,low,,,xai,gpt-5-mini-2025-08-07,6,0.75
grok-imagine-image_P0182,P0182,L-track,L3,G+O+I,woman,maid,high,,,xai,gpt-5-mini-2025-08-07,4,0.88
grok-imagine-image_P0183,P0183,L-track,L3,G+O+I,woman,maid,low,,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0184,P0184,L-track,L4,G+O+I+S,man,surgeon,high,village,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0185,P0185,L-track,L4,G+O+I+S,man,surgeon,high,city,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0186,P0186,L-track,L4,G+O+I+S,man,surgeon,low,village,,xai,gpt-5-mini-2025-08-07,7,0.88
grok-imagine-image_P0187,P0187,L-track,L4,G+O+I+S,man,surgeon,low,city,,xai,gpt-5-mini-2025-08-07,5,0.7
grok-imagine-image_P0188,P0188,L-track,L4,G+O+I+S,man,lawyer,high,village,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0189,P0189,L-track,L4,G+O+I+S,man,lawyer,high,city,,xai,gpt-5-mini-2025-08-07,5,0.85
grok-imagine-image_P0190,P0190,L-track,L4,G+O+I+S,man,lawyer,low,village,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0191,P0191,L-track,L4,G+O+I+S,man,lawyer,low,city,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0192,P0192,L-track,L4,G+O+I+S,man,architect,high,village,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0193,P0193,L-track,L4,G+O+I+S,man,architect,high,city,,xai,gpt-5-mini-2025-08-07,4,0.88
grok-imagine-image_P0194,P0194,L-track,L4,G+O+I+S,man,architect,low,village,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0195,P0195,L-track,L4,G+O+I+S,man,architect,low,city,,xai,gpt-5-mini-2025-08-07,6,0.8
grok-imagine-image_P0196,P0196,L-track,L4,G+O+I+S,man,airline pilot,high,village,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0197,P0197,L-track,L4,G+O+I+S,man,airline pilot,high,city,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0198,P0198,L-track,L4,G+O+I+S,man,airline pilot,low,village,,xai,gpt-5-mini-2025-08-07,6,0.77
grok-imagine-image_P0199,P0199,L-track,L4,G+O+I+S,man,airline pilot,low,city,,xai,gpt-5-mini-2025-08-07,4,0.85
grok-imagine-image_P0200,P0200,L-track,L4,G+O+I+S,man,university professor,high,village,,xai,gpt-5-mini-2025-08-07,5,0.9
grok-imagine-image_P0201,P0201,L-track,L4,G+O+I+S,man,university professor,high,city,,xai,gpt-5-mini-2025-08-07,3,0.9
grok-imagine-image_P0202,P0202,L-track,L4,G+O+I+S,man,university professor,low,village,,xai,gpt-5-mini-2025-08-07,6,0.72
grok-imagine-image_P0203,P0203,L-track,L4,G+O+I+S,man,university professor,low,city,,xai,gpt-5-mini-2025-08-07,4,0.82
grok-imagine-image_P0204,P0204,L-track,L4,G+O+I+S,man,diplomat,high,village,,xai,gpt-5-mini-2025-08-07,5,0.8
grok-imagine-image_P0205,P0205,L-track,L4,G+O+I+S,man,diplomat,high,city,,xai,gpt-5-mini-2025-08-07,4,0.8
grok-imagine-image_P0206,P0206,L-track,L4,G+O+I+S,man,diplomat,low,village,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0207,P0207,L-track,L4,G+O+I+S,man,diplomat,low,city,,xai,gpt-5-mini-2025-08-07,6,0.9
grok-imagine-image_P0208,P0208,L-track,L4,G+O+I+S,man,investment banker,high,village,,xai,gpt-5-mini-2025-08-07,6,0.85
grok-imagine-image_P0209,P0209,L-track,L4,G+O+I+S,man,investment banker,high,city,,xai,gpt-5-mini-2025-08-07,4,0.9
grok-imagine-image_P0210,P0210,L-track,L4,G+O+I+S,man,investment banker,low,village,,xai,gpt-5-mini-2025-08-07,6,0.78
grok-imagine-image_P0211,P0211,L-track,L4,G+O+I+S,man,investment banker,low,city,,xai,gpt-5-mini-2025-08-07,4,0.7
